0.0056827,0.025
0.0095643,0.025
1.9817e-41,6.1748e-41
5.0711e-40,1.7633e-39
3.0337e-07,0.007608
-6.229e-07,0.042392
1.1708e-40,0.05
-0,0.05
-0.0095653,0.024999
-0.0056831,0.025
-2.0294e-41,6.2139e-41
-0,0.05
0.0057225,0.025
0.005763,0.025
0.0058041,0.025
0.0058457,0.025
0.0058878,0.025
0.0059301,0.025
0.0059726,0.025
0.006015,0.025
0.0060573,0.025
0.0060993,0.025
0.0061408,0.025
0.0061816,0.025
0.0062216,0.025
0.0062606,0.025
0.0062986,0.025
0.0063353,0.025
0.0063707,0.025
0.0064046,0.025
0.0064371,0.025
0.0064681,0.025
0.0064977,0.025
0.0065259,0.025
0.0065527,0.025
0.0065785,0.025
0.0066034,0.025
0.0066277,0.025
0.0066518,0.025
0.0066761,0.025
0.0067012,0.025
0.0067275,0.025
0.0067557,0.025
0.0067865,0.025
0.0068207,0.025
0.0068592,0.025
0.0069029,0.025
0.006953,0.025
0.0070104,0.025
0.0070764,0.025
0.0071523,0.025
0.0072392,0.025
0.0073387,0.025
0.0074519,0.025
0.0075803,0.025
0.0077253,0.025
0.0078882,0.025
0.0080701,0.025
0.0082721,0.025001
0.0084949,0.025
0.0087382,0.025
0.0090013,0.025
0.0092797,0.025
0.0095212,0.024034
0.0094065,0.02306
0.0092177,0.022066
0.008959,0.021045
0.0086535,0.020001
0.0082916,0.018912
0.0079009,0.017791
0.0074833,0.01664
0.0070481,0.015457
0.0065942,0.01425
0.0061322,0.013012
0.0056617,0.01175
0.005181,0.01047
0.0046854,0.0091724
0.0041661,0.0078573
0.0036045,0.0065234
0.0029805,0.0051559
0.0022521,0.0036891
0.001401,0.0020873
-2.1387e-40,3.5134e-39
1.3591e-39,3.2305e-39
-3.1661e-40,2.9003e-39
1.0936e-39,2.7745e-39
-3.4578e-40,2.7822e-39
-3.4307e-40,2.7571e-39
-3.2352e-40,2.6743e-39
6.1373e-40,2.5267e-39
-3.8143e-40,2.1929e-39
6.0756e-40,2.6377e-39
-5.2236e-40,1.8771e-39
-5.5296e-40,1.7578e-39
5.3567e-40,2.5546e-39
-6.3325e-40,1.5245e-39
6.5773e-40,2.4291e-39
-6.9912e-40,1.6623e-39
6.7272e-40,1.8631e-39
5.3209e-40,1.6438e-39
4.8955e-40,1.663e-39
1.6797e-07,0.00068388
8.7603e-08,0.001317
5.9938e-08,0.0019048
-7.2188e-08,0.0024506
-1.8425e-07,0.0029565
-3.4439e-07,0.0034242
-2.0993e-07,0.0038548
-7.3257e-08,0.0042527
-1.3348e-07,0.0046169
-2.388e-07,0.004949
-3.3646e-07,0.0052508
-3.9853e-07,0.0055239
-4.167e-07,0.00577
