-0.25,0
-1,0
-1,-1
0,-1
0,-0.25
0,0.25
0,1
-1,1
1,0
0.25,0
1,-1
1,1
-0.25191,0
-0.25394,0
-0.25611,0
-0.25841,0
-0.26087,0
-0.26349,0
-0.26628,0
-0.26924,0
-0.27241,0
-0.27578,0
-0.27936,0
-0.28318,0
-0.28725,0
-0.29159,0
-0.2962,0
-0.30112,0
-0.30636,0
-0.31194,0
-0.31788,0
-0.32421,0
-0.33095,0
-0.33813,0
-0.34578,0
-0.35392,0
-0.3626,0
-0.37184,0
-0.38168,0
-0.39217,0
-0.40333,0
-0.41522,0
-0.42789,0
-0.44138,0
-0.45575,0
-0.47106,0
-0.48736,0
-0.50473,0
-0.52322,0
-0.54292,0
-0.5639,0
-0.58625,0
-0.61005,0
-0.63541,0
-0.66241,0
-0.69117,0
-0.72181,0
-0.75444,0
-0.78919,0
-0.82621,0
-0.86564,0
-0.90763,0
-0.95236,0
-1,-0.05
-1,-0.1
-1,-0.15
-1,-0.2
-1,-0.25
-1,-0.3
-1,-0.35
-1,-0.4
-1,-0.45
-1,-0.5
-1,-0.55
-1,-0.6
-1,-0.65
-1,-0.7
-1,-0.75
-1,-0.8
-1,-0.85
-1,-0.9
-1,-0.95
-0.95,-1
-0.9,-1
-0.85,-1
-0.8,-1
-0.75,-1
-0.7,-1
-0.65,-1
-0.6,-1
-0.55,-1
-0.5,-1
-0.45,-1
-0.4,-1
-0.35,-1
-0.3,-1
-0.25,-1
-0.2,-1
-0.15,-1
-0.1,-1
-0.05,-1
0,-0.95236
0,-0.90763
0,-0.86564
0,-0.82621
0,-0.78919
0,-0.75444
0,-0.72181
0,-0.69117
0,-0.66241
0,-0.63541
0,-0.61005
0,-0.58625
0,-0.5639
0,-0.54292
0,-0.52322
0,-0.50473
0,-0.48736
0,-0.47106
0,-0.45575
0,-0.44138
0,-0.42789
0,-0.41522
0,-0.40333
0,-0.39217
0,-0.38168
0,-0.37184
0,-0.3626
0,-0.35392
0,-0.34578
0,-0.33813
0,-0.33095
0,-0.32421
0,-0.31788
0,-0.31194
0,-0.30636
0,-0.30112
0,-0.2962
0,-0.29159
0,-0.28725
0,-0.28318
0,-0.27936
0,-0.27578
0,-0.27241
0,-0.26924
0,-0.26628
0,-0.26349
0,-0.26087
0,-0.25841
0,-0.25611
0,-0.25394
0,-0.25191
-0.0020035,-0.24999
-0.004007,-0.24997
-0.0060101,-0.24993
-0.0080129,-0.24987
-0.010015,-0.2498
